"title","wikibase_item","Studio"
"Обитель зла: Бесконечная тьма","Q99672716","studio = [[TMS Entertainment]]<br>Quebico<ref>{{cite web"
"Zombie Land Saga","Q55638261","studio = [[MAPPA]] "
"Digimon Adventure","Q689114","studio = [[Toei Animation]] "
"Гангрейв","Q11682281","studio = [[Madhouse]] "
"Легенда о Зорро","Q136643","studio = [[Ashi Productions]]<br>[[Mondo TV]]<br>[[Tokyo Kids]]<br>[[Studio Ghibli]] "
"Бегущий по лезвию: Чёрный лотос","Q104848864","studio = [[Sola Digital Arts]] "
"За облаками (аниме)","Q484176","studio = [[CoMix Wave Films]]<br>[[asread]] "
"Bible Black","Q856326","studio = [[Studio Jam]]<br>[[Milky Studio]] "
"A Whisker Away","Q85881910","studio = {{флаг Японии}} {{нп5"
"Истребитель демонов: Деревня кузнецов","Q111915590","studio = Ufotable "
"Mobile Suit Gundam","Q1134906","studio = [[Sunrise (студия)"
"BNA: Brand New Animal","Q78051864","studio = [[Trigger (компания)"
"Log Horizon","Q1195326","studio = [[Satelight]] (1 сезон)<br>[[Studio Deen]] (2 сезон) "
"Shin Megami Tensei: Persona 4","Q568609","studio = [[Anime International Company"
"Актриса тысячелетия","Q939736","studio = [[Madhouse]] "
"Sanzoku no Musume Ronja","Q18177839","studio = [[Polygon Pictures]], [[Studio Ghibli]] "
"Обан: Звёздные гонки","Q384738","studio = {{флаг"
"Vivy: Fluorite Eye’s Song","Q105086938","studio = [[Wit Studio]] "
"Евангелион 3.33: Ты (не) исправишь","Q182206","studio = [[Studio Khara]] "
"Initial D First Stage","Q4041399","studio = [[Studio Comet]], [[Gallop (студия)"
"Евангелион 2.22: Ты (не) пройдёшь","Q614200","studio = [[Studio Khara]] "
"Devilman","Q2632547","studio = [[Toei Animation]] "
"Blood-C","Q2699816","studio = [[Production I.G]] "
"Кибергород Эдо","Q1147094","studio = [[Madhouse]]<ref>{{Cite web "
"Промар","Q59683349","studio = {{Plainlist"
"Guilty Crown","Q494610","studio = [[Madhouse]] "
"Школьные войны","Q1191681","studio = [[J.C. Staff]]<br>[[GENCO]] "
"Замок Калиостро","Q608079","studio = [[Tokyo Movie Shinsha]], [[Topcraft]] "
"Д’Артаньгав и три пса-мушкетёра","Q930079","studio = [[BRB Internacional]], <br> [[Nippon Animation]] "
"Магазинчик ужасов (манга)","Q678633","studio = [[Madhouse]] "
"Armitage III","Q688651","studio = {{Флаг Японии}} [[Anime International Company"
"Стимбой","Q1315185","studio = [[Sunrise (студия)"
"Noblesse","Q493375","studio = [[Production I.G]] "
"Aggretsuko","Q30324232","studio = Fanworks "
"Space Battleship Yamato","Q4292","studio = Academy Productions "
"Гиперпространственная крепость Макросс","Q702373","studio = [[Studio Nue]], [[Tatsunoko Productions"
"Future Boy Conan","Q697616","studio = [[Nippon Animation]] "
"Hell Girl","Q753729","studio = [[Studio Deen]] "
"Патэма наоборот","Q6940888","studio = ''Purple Cow Studios Japan'' "
"Ночь на Галактической железной дороге","Q16016999","studio = [[Group TAC]]<br>[[Gallop]]<br>[[Studio Jack]] "
"Граф Монте-Кристо (аниме)","Q906811","studio = [[Gonzo]] "
"Рыцари «Сидонии»","Q3815924","studio = [[Polygon Pictures]] "
"Мирай из будущего","Q45865176","studio = [[Studio Chizu]]<br>[[Nihon Television Network]] "
"Великий детектив Холмс","Q1150791","studio = [[Tokyo Movie Shinsha]], [[RAI]] "
"Код Гиас: Лелуш Воскресший","Q63528764","studio = [[Sunrise (студия)"
"Her Blue Sky","Q65277404","studio = [[CloverWorks]] "
"Aoi Bungaku","Q647351","studio = [[Madhouse]] "
"Bubblegum Crisis","Q997465","studio = [[Artmic]]<br>[[Anime International Company"
"Nisekoi","Q2757796","studio = [[Shaft (компания)"
"Здравствуй, мир (аниме)","Q63104664","studio = Graphinica "
"The Vision of Escaflowne","Q92560","studio = [[Sunrise (студия)"
"Aldnoah.Zero","Q15980655","studio = [[A-1 Pictures]], [[TROYCA]] "
"Голос далёкой звезды","Q264812","studio = [[CoMix Wave Films]] "
"Космический пират Харлок","Q7572454","studio = [[Toei Animation]] "
"Cat Soup","Q2629677","studio = [[J.C.Staff]] "
"Жемчуг дракона (аниме)","Q239506","studio = [[Toei Animation]] "
"Wicked City","Q10943025","studio = [[Madhouse]] "
"Fate/stay night: Unlimited Blade Works (сериал)","Q19980978","studio = [[Ufotable]] "
"Она и её кот","Q584204","studio = | licensor = "
"Kiss×sis","Q1743797","studio = {{Флаг"
"Black Jack (манга)","Q133691","studio = [[Tezuka Productions]] "
"Shisha no Teikoku","Q28081730","studio = [[Wit Studio]] "
"Ushio to Tora","Q967074","studio = [[Pastel]] "
"Повесть о Золушке","Q2557696","studio = [[Tatsunoko Production]] "
"Akage no Anne","Q514043","studio = [[Nippon Animation]] "
"Летние войны","Q715526","studio = [[Madhouse]] "
"Летающий дом","Q574710","studio = [[Tatsunoko Productions]] "
"Gunbuster","Q1196284","studio = [[Gainax]], [[Studio Fantasia]] "
"Ночная буря","Q626427","studio = [[Group TAC]] "
"From the New World","Q719816","studio = {{Флаг"
"Ину-о: Рождение легенды","Q106365617","studio = {{Нп4"
"Heidi, Girl of the Alps","Q715718","studio = [[Zuiyo Enterprises]] "
"Belladonna of Sadness","Q2088741","studio = [[Mushi Production]] "
"SSSS.Gridman","Q48844022","studio = [[Trigger (компания)"
"Super Lovers","Q16912470","studio = [[Studio Deen]] "
"Boogiepop Phantom","Q2140751","studio = [[Madhouse]]<br>Triangle Staff "
"Crayon Shin-chan","Q120300","studio = Shin’ei Doga "
"Покемон: Фильм первый","Q834799","studio = [[OLM, Inc.]], [[Nintendo]] "
"Клинок бессмертного","Q881041","studio = [[Bee Train]]<br>[[Production I.G]] "
"Space Dandy","Q14831173","studio = [[Bones]] "
"Genocyber","Q3097542","studio = Artmic "
"Revue Starlight","Q30093113","studio = [[Kinema Citrus]]<br>Bushiroad<br>Nelke Planning "
"Saekano: How to Raise a Boring Girlfriend","Q11395269","studio = [[A-1 Pictures]] "
"Samurai Pizza Cats","Q477928","studio = [[Tatsunoko Productions]]<br/>[[Sotsu Agency]] "
"Muv-Luv","Q2759489","studio = [[Satelight]]<br>[[Ixtl Studio]] "
"Junjo Romantica: Pure Romance","Q1052859","studio = [[Studio Deen]] "
"Great Pretender","Q83712396","studio = [[Wit Studio]] "
"The Anthem of the Heart","Q19263748","studio = [[A-1 Pictures]] "
"Isekai Quartet","Q60168285","studio = [[Studio Puyukai]] "
"Revisions","Q54985788","studio = [[Shirogumi]] "
"The Tatami Galaxy","Q1134458","studio = [[Madhouse]] "
"Джек в Стране чудес","Q502954","studio = [[Group TAC]]<br>[[Nippon Herald Films]] "
"Suisei no Gargantia","Q1707781","studio = {{Флаг Японии}} [[Production I.G]] "
"Air (игра)","Q405497","studio = [[Kyoto Animation]] "
"Witch Hunter Robin","Q917980","studio = [[Sunrise (студия)"
"Dramatical Murder","Q5206006","studio = NAZ "
"Maetel Legend","Q2335710","studio = Vega Entertainment "
"Ayakashi: Samurai Horror Tales","Q2874865","studio = [[Toei Animation]] "
"Powerpuff Girls Z","Q865498","studio = [[Toei Animation]] "
"Исчезновение Харухи Судзумии","Q1193324","studio = [[Kyoto Animation]] "
"World Trigger","Q14645935","studio = [[Toei Animation]] "
"Initial D Extra Stage","Q12486602","studio = [[Pastel (студия)"
"Angel Cop","Q39256","studio = D.A.S.T., Studio 88 "
"Sailor Moon R: The Movie","Q636444","studio = [[Toei Company"
"RahXephon","Q95072","studio = [[BONES]] "
"Ghost in the Shell: Stand Alone Complex Solid State Society","Q764897","studio = [[DreamWorks]] "
"Беспокойные сердца","Q1057155","studio = [[Studio Fantasia]] "
"Demon City Shinjuku","Q2542211","studio = [[Madhouse]]<ref>{{Cite web "
"Oniisama e…","Q2318266","studio = [[Tezuka Productions]]<br>[[TMS Entertainment]] "
"HUMAN LOST. Исповедь неполноценного человека","Q65228634","studio = [[Polygon Pictures]] "
"The World Is Still Beautiful","Q11270634","studio = [[Studio Pierrot]] "
"Macross Frontier","Q512415","studio = [[Satelight]] "
"Многоцветье","Q1368665","studio = [[Sunrise (студия)"
"Persona 5: The Animation","Q48569833","studio = [[CloverWorks]] "
"Blue Gender","Q676633","studio = [[Anime International Company"
"Devil Lady","Q786701","studio = [[TMS Entertainment]] "
"C (аниме)","Q483561","studio = [[Tatsunoko Production]] "
"Sekai-ichi Hatsukoi","Q1193072","studio = |licensor = "
"Saint Onii-san","Q2701621","studio = [[A-1 Pictures]] "
"Sengoku Basara: Samurai Kings","Q1974834","studio = [[Capcom]]<br>[[Production I.G]] "
"Mazinger Z","Q1143654","studio = [[Toei Animation]] "
"Ведьма Салли","Q632755","studio = [[Toei Animation]] "
"MD Geist","Q451975","studio = Studio Wave<br>Zero G-Room "
"Последняя субмарина","Q885903","studio = [[Gonzo Digimation"
"Макросс Плюс","Q2384898","studio = Studio Nue, Triangle Staff, [[Bandai Visual]] "
"Принцесса подводного царства","Q534247","studio = [[Toei Animation]] "
"Книга джунглей (аниме)","Q2296189","studio = [[Nippon Animation]] "
"Eureka Seven","Q962161","studio = [[Bones]] "
"Valkyrie Drive","Q19657278","studio = [[Arms]] "
"Strawberry Marshmallow","Q1156204","studio = {{Флаг Японии}} [[Daume]] "
"Покемон 2000","Q868048","studio = [[OLM, Inc.]]<br>[[Nintendo]] "
"Lolita Anime","Q4043149","studio = Wonder Kids "
"The Cockpit","Q1644596","studio = [[Madhouse]] (1 серия)<br>Jacom (2 серия)<br>Visual 80 (3 серия) "
"Asobi ni Iku yo!","Q724155","studio = [[Anime International Company"
"Зимние дни","Q3005454","studio = DENTSU TEC, Imagica "
"Махороматик: Автоматическая девушка","Q1155222","studio = {{Флаг Японии}} [[Gainax]], [[Shaft (компания)"
"Огнём и мечом (аниме)","Q2290791","studio = [[Anime International Company"
"Робин Гуд (аниме)","Q2092998","studio = [[Tatsunoko Production]]<br>NHK Enterprises "
"Дайбастер: дотянись до неба — 2!","Q1072575","studio = [[Gainax]] "
"Little Nemo: Adventures In Slumberland","Q2411962","studio = {{Флаг Японии}} [[TMS Entertainment]] "
"Armored Trooper Votoms","Q965450","studio = [[Sunrise (студия)"
"Angel Blade","Q3616717","studio = {{Флаг Японии}} Digital Works "
"Bleach: Hell Chapter","Q24673","studio = [[Studio Pierrot]] "
"Robot Carnival","Q1628801","studio = [[A.P.P.P.]]<br>[[Studio 4°C]] "
"JoJo’s Bizarre Adventure: Phantom Blood","Q17151916","studio = [[A.P.P.P.]] "
"Amagi Brilliant Park","Q11574256","studio = [[Kyoto Animation]] "
"Соланин (манга)","Q1045045","studio = | released = 3.04.2010 "
"Монстры на острове","Q3266595","studio = |licensor = {{Флаг Японии}} [[Toho]], {{Флаг России}} АКМ<ref>{{Cite web "
"Magic Knight Rayearth","Q696236","studio = [[Tokyo Movie Shinsha"
"Драгоценные зверюшки","Q2634885","studio = [[Studio Comet]] "
"Science Ninja Team Gatchaman","Q700127","studio = [[Tatsunoko Production]] "
"Magical Girl Lyrical Nanoha","Q1143644","studio = Discovery<br>Mook Animation<br>[[Seven Arcs]]<br>Arcturus "
"Mass Effect: Paragon Lost","Q6783993","studio = {{флаг"
"Bleach: Memories of Nobody","Q804434","studio = {{Флаг"
"Digimon Tamers","Q696346","studio = [[Toei Animation]] "
"Yowamushi Pedal","Q1661633","studio = [[TMS Entertainment]] "
"Carole & Tuesday","Q55080167","studio = [[Bones]] "
"Megazone 23","Q1986800","studio = [[Tatsunoko]]<br>[[Artland]]<br>[[Anime International Company"
"Приключения Питера Пэна","Q702046","studio = [[Nippon Animation]] "
"Bleach: The DiamondDust Rebellion","Q804429","studio = {{Флаг"
"SSSS.Dynazenon","Q100050258","studio = [[Studio Trigger"
"Yuki Yuna is a Hero","Q17465338","studio = [[Studio Gokumi]] "
"Halo Legends","Q3113058","studio = [[Studio 4°C]]<br>[[Bones]]<br>[[Production I.G]]<br>[[Toei Animation]]<br>[[Bee Train]]<br>[[Warner Bros.]]<br>[[343 Industries]]<br>[[Casio Entertainment]]<br>[[Bungie]] "
"B the Beginning","Q47492053","studio = [[Production I.G]]<br>[[Netflix]] "
"World Conquest Zvezda Plot","Q15293171","studio = [[A-1 Pictures]] "
"Sirius the Jaeger","Q50826549","studio = [[P.A. Works]]<br>[[Project SIRIUS]] "
"Outlaw Star","Q2470001","studio = [[Sunrise (компания)"
"Mermaid Forest","Q1156108","studio = [[TMS Entertainment]], [[Prime Direction]] "
"Gunsmith Cats","Q1363696","studio = [[OLM, Inc.]] "
"Kyo Kara Maoh!","Q304061","studio = [[Studio Deen]] "
"Goku Midnight Eye","Q977327","studio = [[Madhouse]]<ref>{{Cite web "
"Повесть о Гэндзи (аниме, 1987)","Q3328034","studio = [[Group TAC]],<br> Nippon Herald "
"Dallos","Q2626451","studio = [[Studio Pierrot]] "
"Sailor Moon SuperS: The Movie","Q566098","studio = [[Toei Company"
"Tetsujin 28-go","Q95159","studio = [[Tele-Cartoon Japan]] "
"Остров Джованни","Q15733151","studio = {{Флаг Японии}} [[Production I.G]] "
"Mobile Suit Gundam 00","Q696062","studio = [[Sunrise (студия)"
"Код ангела","Q643266","studio = [[Xebec]] "
"Deca-Dence","Q65054581","studio = [[NUT (студия)"
"A Wind Named Amnesia","Q1775616","studio = [[Madhouse]] "
"Princess Princess","Q1139741","studio = [[Studio Deen]] "
"Dog Days","Q482865","studio = {{флаг"
"Adventures of the Little Mermaid","Q2628504","studio = Fuji Eight Co., Ltd. "
"Now and Then, Here and There","Q2003423","studio = [[Anime International Company"
"Smile PreCure!","Q1368327","studio = [[Toei Animation]] "
"Сказки братьев Гримм (аниме)","Q573892","studio = [[Nippon Animation]] "
"Bleach: Fade to Black","Q1363909","studio = [[Toho"
"Kaiba","Q1721391","studio = [[Madhouse]] "
"Абэнобаси: волшебный торговый квартал","Q2465820","studio = [[Madhouse]]<br>[[Gainax]] "
"The Wonderful Adventures of Nils","Q1072208","studio = [[Studio Pierrot]] "
"Akuma-kun","Q423722","studio = [[Toei Animation]] "
"Эль-Хазард","Q699819","studio = [[Anime International Company"
"Moonlight Lady","Q1065959","studio = {{Флаг Японии}} [[Imagin (студия)"
"Black Magic M-66","Q112800336","studio = [[Anime International Company"
"Vladlove","Q79397488","studio = [[DRIVE]]<br>[[Production I.G]] "
"A.D. Police: To Protect and Serve","Q278185","studio = [[Anime International Company"
"Приключения Тома Сойера (аниме)","Q698394","studio = [[Nippon Animation]] "
"Futari wa Pretty Cure","Q1151646","studio = [[Toei Animation]] "
"Тайная жизнь пингвинов","Q59488276","studio = Studio Colorido "
"Avengers Confidential: Black Widow & Punisher","Q16153372","studio = {{Флаг Японии}} [[Madhouse]] "
"Yashahime: Princess Half-Demon","Q97171756","studio = [[Sunrise (студия)"
"Getter Robo","Q2478381","studio = [[Toei Animation]] "
"The Gymnastics Samurai","Q98381606","studio = [[MAPPA]] "
"Tokyo Babylon","Q1142102","studio = [[Madhouse]] "
"Воскрешение ниндзя","Q4126309","studio = Phoenix Entertainment "
"Kirby: Right Back at Ya!","Q1205191","studio = [[Studio Comet]], <br> Studio Sign "
"Persona: Trinity Soul","Q776574","studio = [[A-1 Pictures]] "
"Waiting in the Summer","Q484510","studio = [[J.C. Staff]] "
"Haru wo Daiteita","Q1203306","studio = [[Trinet Entertainment]] "
"Mobile Suit Zeta Gundam","Q698745","studio = [[Sunrise (студия)"
"Stand by Me Doraemon","Q15293047","studio = Shirogumi, Robot, [[Shin-Ei Animation]] "
"The Royal Tutor","Q28685593","studio = [[Bridge (студия)"
"Таро, сын дракона","Q1664362","studio = {{Флаг Японии}} [[Toei Doga]] "
"Солдаты будущего (аниме)","Q1050476","studio = [[Gonzo]] "
"Just Because!","Q30642130","studio = [[Pine Jam]] "
"Sailor Moon S: The Movie","Q1066446","studio = [[Toei Animation]] "
"Ai no Wakakusa Monogatari","Q719160","studio = [[Nippon Animation]] "
"Flint the Time Detective","Q700408","studio = [[Group TAC]], [[Sanrio]] "
"Блассрейтер","Q211108","studio = [[Gonzo]], [[Nitroplus]] "
"Kin-iro Mosaic","Q81426","studio = [[Studio Gokumi]] "
"Konnichiwa Anne: Before Green Gables","Q2568723","studio = [[Nippon Animation]] "
"Покемон 3","Q890665","studio = [[OLM, Inc.]], [[Nintendo]], [[Paramount Pictures]], [[Sega]] "
"Magical Princess Minky Momo","Q1197198","studio = [[Ashi Productions]] "
"Fate/stay night: Unlimited Blade Works (фильм)","Q3740068","studio = [[Studio Deen]] "
"Sol Bianca: Сокровища погибших планет","Q17054624","studio = [[Anime International Company"
"Дом из маленьких кубиков","Q1236589","studio = [[Robot Communications]] "
"Кулак Полярной звезды: новая эра","Q2615117","studio = [[A.C.G.T]] "
"The Princess and the Pilot","Q3268085","studio = [[Madhouse]] (анимация)<br />[[TMS Entertainment]] (продукция) "
"Виндария","Q2526817","studio = [[Kaname Productions]]<br>[[Studio Gallop]]<br>Idol "
"Area 88","Q1374090","studio = [[Studio Pierrot]] "
"Akai Kodan Zillion","Q692468","studio = [[Tatsunoko Production]]<br>[[Production I.G]]<br>[[Kyoto Animation]] "
"Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?","Q30931897","studio = [[J.C.Staff]] "
"Mobile Suit Gundam Wing","Q711148","studio = {{Флаг"
"Gakko no Kaidan","Q704581","studio = [[Studio Pierrot]], [[Aniplex]] "
"Mokku of the Oak Tree","Q1204125","studio = [[Tatsunoko Production]] "
"Maple Town Stories","Q2556944","studio = [[Toei Animation]]<ref name=mapletv/><br>Asatsu Inc.<ref name=mapletv/><br>Asahi Broadcasting Corporation<ref name=mapletv/> "
"Appleseed Ex Machina","Q2704502","studio = Digital Frontier "
"Покемон: Истоки","Q14870116","studio = [[OLM, Inc.]] <br> [[Production I.G]] <br> [[Xebec]] "
"Heavy Metal L-Gaim","Q945754","studio = [[Nippon Sunrise]] "
"Escaflowne (фильм)","Q2303163","studio = [[Bones]]<br>[[Sunrise (студия)"
"Arcadia of My Youth","Q1756233","studio = [[Toei Animation]] "
"Demon Beast Invasion","Q4037195","studio = | licensor = {{flagicon"
"Калимеро","Q128969","studio = [[Toei Animation]] "
"Night Walker","Q4386921","studio = [[Anime International Company"
"Phoenix 2772","Q2463310","studio = [[Toho]]<br>[[Tezuka Productions]] "
"Gatchaman Crowds","Q13828292","studio = [[Tatsunoko Production]] "
"Hotaruko","Q4040780","studio = [[ARMS]], [[Green Bunny]] "
"Shirayuki Hime no Densetsu","Q1176254","studio = [[Tatsunoko Production]] "
"Tada Never Falls in Love","Q42895089","studio = [[Doga Kobo]]<br>[[Panasonic]] "
"Alakazam the Great","Q2626114","studio = [[Toei Animation]] "
"Turn A Gundam","Q2352026","studio = [[Sunrise (студия)"
"Norakuro","Q2354149","studio = | network = {{flagicon"
"Cleopatra (аниме)","Q3200538","studio = [[Mushi Production]] "
"Волшебное лето","Q1305179","studio = [[Dentsu Tec]] "
"Bio Hunter","Q2090960","studio = [[Madhouse]]<br>[[Urban Vision]] "
"Otaku no Video","Q2553028","studio = [[Gainax]] "
"Riding Bean","Q1533625","studio = [[Anime International Company"
"Ирия: Зейрам","Q426252","studio = [[Ashi Productions]] "
"Bubblegum Crisis Tokyo 2040","Q997470","studio = [[Anime International Company"
"Adieu Galaxy Express 999","Q16010633","studio = {{Флаг"
"Beast King GoLion","Q707001","studio = [[Toei animation]] "
"Jetter Mars","Q2574595","studio = [[Toei Animation]] "
"Genji Monogatari Sennenki","Q1134579","studio = [[Tezuka Productions]], [[TMS Entertainment"
"Perrine Monogatari","Q703915","studio = [[Nippon Animation]] "
"The Ultraman","Q3279965","studio = [[Nippon Sunrise]] "
"Gibiate","Q85763465","studio = l-a-unch・BOX "
"Okami Kakushi","Q1204015","studio = [[Anime International Company"
"Metalskin Panic Madox-01","Q4044090","studio = [[Anime International Company"
"Mobile Suit Gundam ZZ","Q702643","studio = [[Sunrise (студия)"
"Doomed Megalopolis","Q5223786","studio = [[Madhouse]]<ref>{{Cite web "
"Агент Наджика","Q1120133","studio = [[Studio Fantasia]]<br>Amber Film Works "
"Cheeky Angel","Q509415","studio = [[TMS Entertainment]] "
"Doki Doki PreCure","Q605298","studio = [[Toei Animation]] "
"Kaikan Phrase","Q1306488","studio = [[Studio Hibari]] "
"The Irresponsible Captain Tylor","Q1326328","studio = [[Tatsunoko Production]] "
"Gundam Reconguista in G","Q15972336","studio = [[Sunrise (студия)"
"Macross Zero","Q1647501","studio = [[Satelight]], Studio Nue "
"Приключения Боско","Q435293","studio = [[Nippon Animation]] "
"Смирительная рубашка (аниме)","Q2077001","studio = [[Feel (студия)"
"HeartCatch Precure!","Q1194073","studio = [[Toei Animation]] "
"Spring and Chaos","Q4049970","studio = [[Satelight]]<br>[[Group TAC]] "
"Allison to Lillia","Q1325093","studio = [[Tezuka Productions]]<br>[[Madhouse]] "
"Neo-Human Casshern","Q1192431","studio = [[Tatsunoko Production]] "
"Invincible Super Man Zambot 3","Q4023763","studio = [[Nippon Sunrise]] "
"Sagrada Reset","Q11304514","studio = [[David Production]] "
"Guyver: Out of Control","Q13479312","studio = | licensor = [[U.S. Renditions"
"Cute High Earth Defense Club Love!","Q18459444","studio = [[Diomedea]] "
"Bremen 4: Angels in Hell","Q11335097","studio = [[Tezuka Productions]] "
"Space Warrior Baldios","Q711139","studio = [[Ashi Productions]] "
"Manaria Friends","Q22079740","studio = [[CygamesPictures]] "
"Покемон: Судьба Деоксиса","Q515045","studio = [[OLM, Inc.]], [[Nintendo]] "
